id,term,n_words,has_source_link,has_article_link,has_other_link,region,journal
29278286,hypertension,159,,,,,Movement disorders : official journal of the Movement Disorder Society
29278214,hypertension,148,,,,,Current vascular pharmacology
29278203,hypertension,116,,,,,Current medicinal chemistry
29277961,hypertension,121,,,,,Hepatology research : the official journal of the Japan Society of Hepatology
29277957,hypertension,39,,,,,Transplant infectious disease : an official journal of the Transplantation Society
29277911,hypertension,175,,,,,The Journal of physiology
29277852,hypertension,139,,,,,Annals of internal medicine
29277834,hypertension,122,,,,,Journal of biomedical research
29277622,hypertension,179,,,,,Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association
29277506,hypertension,100,,,,,American journal of kidney diseases : the official journal of the National Kidney Foundation
29277382,hypertension,155,,,,,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases
29277343,hypertension,111,,,,,Canadian journal of diabetes
29277328,hypertension,123,,,,,Biochimica et biophysica acta
29277324,hypertension,133,,,,,Biochimica et biophysica acta
29277304,hypertension,145,,,,,Journal of cardiothoracic and vascular anesthesia
29277148,hypertension,73,,,,,Seminars in cardiothoracic and vascular anesthesia
29277037,hypertension,150,,,,,Chemosphere
29276932,hypertension,62,,,,,Kardiologiia
29276928,hypertension,54,,,,,Kardiologiia
29276921,hypertension,98,,,,,Kardiologiia
29276920,hypertension,37,,,,,Kardiologiia
29276918,hypertension,91,,,,,Kardiologiia
29276914,hypertension,80,,,,,Kardiologiia
29276913,hypertension,41,,,,,Kardiologiia
29276912,hypertension,46,,,,,Kardiologiia
29276908,hypertension,126,,,,,Kardiologiia
29276907,hypertension,115,,,,,Kardiologiia
29276903,hypertension,23,,,,,Kardiologiia
29276900,hypertension,75,,,,,Kardiologiia
29276708,hypertension,188,,,,,Frontiers in medicine
29276677,hypertension,158,,,,,NeuroImage. Clinical
29276674,hypertension,137,,,,,Respiratory medicine case reports
29276619,hypertension,98,,,,,"Global health, epidemiology and genomics"
29276388,hypertension,104,,,,,Therapeutics and clinical risk management
29276280,hypertension,95,,,,,Hospital pharmacy
29276176,hypertension,133,,,,,Cardiovascular revascularization medicine : including molecular interventions
29276100,hypertension,119,,,,,Kidney international
29276083,hypertension,110,,,,,Nephrologie & therapeutique
29275921,hypertension,119,,,,,Journal of the American Society of Hypertension : JASH
29275920,hypertension,139,,,,,Journal of the American Society of Hypertension : JASH
29275886,hypertension,143,,,,,The Canadian journal of cardiology
29275882,hypertension,138,,,,,The Canadian journal of cardiology
29275846,hypertension,148,,,,,Journal of shoulder and elbow surgery
29275779,hypertension,136,,,,,Journal of psychosomatic research
29275488,hypertension,91,,,,,Clinical and experimental nephrology
29275453,hypertension,139,,,,,Lung
29275418,hypertension,85,,,,,European neurology
29275412,hypertension,71,,,,,Pediatric neurosurgery
29275403,hypertension,122,,,,,Cardiology
29275400,hypertension,155,,,,,American journal of nephrology
29275380,hypertension,100,,,,,BMJ case reports
29275374,hypertension,118,,,,,Journal of the American Heart Association
29275370,hypertension,158,,,,,Journal of the American Heart Association
29275346,hypertension,128,,,,,BMJ open
29275245,hypertension,148,,,,,Environment international
29275134,hypertension,119,,,,,Chest
29275114,hypertension,151,,,,,The Journal of arthroplasty
29274919,hypertension,105,,,,,American journal of kidney diseases : the official journal of the National Kidney Foundation
29274906,hypertension,114,,,,,Gene
29274844,hypertension,141,,,,,Antiviral research
29274759,hypertension,253,,,,,The American journal of medicine
29274384,hypertension,130,,,,,Annals of anatomy = Anatomischer Anzeiger : official organ of the Anatomische Gesellschaft
29274246,hypertension,119,,,,,Clinical transplantation
29274121,hypertension,145,,,,,Glia
29274112,hypertension,130,,,,,Veterinary radiology & ultrasound : the official journal of the American College of Veterinary Radiology and the International Veterinary Radiology Association
29274027,hypertension,149,,,,,"Medical oncology (Northwood, London, England)"
29273682,hypertension,109,,,,,Journal of molecular endocrinology
29273586,hypertension,208,,,,,BMJ (Clinical research ed.)
29273470,hypertension,120,,,,,Clinical therapeutics
29273428,hypertension,131,,,,,Diabetes & metabolic syndrome
29273390,hypertension,175,,,,,European journal of vascular and endovascular surgery : the official journal of the European Society for Vascular Surgery
29273377,hypertension,109,,,,,The Journal of surgical research
29273332,hypertension,139,,,,,Kidney international
29273294,hypertension,57,,,,,Canadian journal of diabetes
29273276,hypertension,127,,,,,Journal of the American Society of Hypertension : JASH
29273242,hypertension,87,,,,,International journal of cardiology
29273220,hypertension,119,,,,,Journal of biomechanics
29273191,hypertension,162,,,,,The American journal of medicine
29273089,hypertension,126,,,,,Chinese journal of cancer
29273073,hypertension,191,,,,,Journal of medical case reports
29273028,hypertension,218,,,,,BMC medical education
29272274,hypertension,139,,,,,PloS one
29272016,hypertension,163,,,,,European review for medical and pharmacological sciences
29271805,hypertension,153,,,,,Journal of glaucoma
29271700,hypertension,133,,,,,Journal of toxicology and environmental health. Part A
29271690,hypertension,243,,,,,Journal of laparoendoscopic & advanced surgical techniques. Part A
29271619,hypertension,124,,,,,"Endocrinology and metabolism (Seoul, Korea)"
29271578,hypertension,128,,,,,"Acta physiologica (Oxford, England)"
29271534,hypertension,146,,,,,European journal of neurology
29271523,hypertension,115,,,,,Journal of paediatrics and child health
29271494,hypertension,97,,,,,"APMIS : acta pathologica, microbiologica, et immunologica Scandinavica"
29271320,hypertension,57,,,,,Nederlands tijdschrift voor geneeskunde
29271319,hypertension,88,,,,,Nederlands tijdschrift voor geneeskunde
29271093,hypertension,150,,,,,Human brain mapping
29271085,hypertension,194,,,,,Experimental physiology
29271080,hypertension,130,,,,,Journal of renal care
29270940,hypertension,95,,,,,Seminars in neurology
29270939,hypertension,127,,,,,Seminars in neurology
29270843,hypertension,153,,,,,Journal of racial and ethnic health disparities
29270695,hypertension,226,,,,,Aesthetic plastic surgery
29270525,hypertension,128,,,,,Kidney international reports
29270524,hypertension,135,,,,,Kidney international reports
29270519,hypertension,143,,,,,Kidney international reports
29270514,hypertension,143,,,,,Kidney international reports
29270513,hypertension,126,,,,,Kidney international reports
29270512,hypertension,154,,,,,Kidney international reports
29270497,hypertension,135,,,,,Kidney international reports
29270496,hypertension,154,,,,,Kidney international reports
29270493,hypertension,124,,,,,Kidney international reports
29270490,hypertension,137,,,,,Kidney international reports
29270488,hypertension,137,,,,,Kidney international reports
29270451,hypertension,41,,,,,Data in brief
29270307,hypertension,58,,,,,JFMS open reports
29270015,hypertension,125,,,,,Therapeutics and clinical risk management
29270002,hypertension,72,,,,,"Drug design, development and therapy"
29269937,hypertension,114,,,,,Scientific reports
29269711,hypertension,134,,,,,International heart journal
29269696,hypertension,124,,,,,Rinsho shinkeigaku = Clinical neurology
29269688,hypertension,107,,,,,The Journal of veterinary medical science
29269646,hypertension,55,,,,,"Internal medicine (Tokyo, Japan)"
29269388,hypertension,184,,,,,Circulation
29269367,hypertension,87,,,,,BMJ case reports
29269352,hypertension,157,,,,,Journal of the American Heart Association
29269336,hypertension,158,,,,,JMIR mHealth and uHealth
29269328,hypertension,172,,,,,Osteoarthritis and cartilage
29269256,hypertension,86,,,,,Bioorganic & medicinal chemistry
29269163,hypertension,148,,,,,The American journal of emergency medicine
29269115,hypertension,104,,,,,Immunobiology
29269055,hypertension,147,,,,,International journal of cardiology
29269016,hypertension,149,,,,,European journal of pharmacology
29268935,hypertension,115,,,,,The American journal of cardiology
29268800,hypertension,152,,,,,The British journal of nutrition
29268792,hypertension,133,,,,,Health and quality of life outcomes
29268750,hypertension,143,,,,,Health and quality of life outcomes
29268719,hypertension,214,,,,,BMC family practice
29268712,hypertension,171,,,,,BMC cardiovascular disorders
29268635,hypertension,118,,,,,Drug and chemical toxicology
29268623,hypertension,156,,,,,American journal of respiratory and critical care medicine
29268255,hypertension,185,,,,,Annals of nutrition & metabolism
29268201,hypertension,156,,,,,Redox biology
29268097,hypertension,87,,,,,Neuron
29268036,hypertension,152,,,,,American journal of respiratory cell and molecular biology
29268027,hypertension,112,,,,,Expert opinion on drug metabolism & toxicology
29267994,hypertension,102,,,,,"Journal of clinical hypertension (Greenwich, Conn.)"
29267992,hypertension,137,,,,,"Journal of clinical hypertension (Greenwich, Conn.)"
29267873,hypertension,170,,,,,Cardiovascular research
29267775,hypertension,169,,,,,Revista peruana de medicina experimental y salud publica
29267716,hypertension,234,,,,,Ciencia & saude coletiva
29267609,hypertension,119,,,,,Brazilian journal of cardiovascular surgery
29267516,hypertension,112,,,,,Sao Paulo medical journal = Revista paulista de medicina
29267488,hypertension,110,,,,,Revista da Associacao Medica Brasileira (1992)
29267362,hypertension,168,,,,,PloS one
29267338,hypertension,138,,,,,PloS one
29267325,hypertension,158,,,,,PloS one
29267303,hypertension,170,,,,,PloS one
29267258,hypertension,157,,,,,Medical science monitor : international medical journal of experimental and clinical research
29267172,hypertension,109,,,,,Journal of perinatal medicine
29266977,hypertension,116,,,,,Genetic testing and molecular biomarkers
29266960,hypertension,118,,,,,Assay and drug development technologies
29266831,hypertension,123,,,,,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons
29266775,hypertension,107,,,,,Journal of cellular and molecular medicine
29266762,hypertension,113,,,,,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons
29266709,hypertension,150,,,,,Journal of cellular and molecular medicine
29266571,hypertension,120,,,,,Pediatric transplantation
29266366,hypertension,148,,,,,Journal of ultrasound in medicine : official journal of the American Institute of Ultrasound in Medicine
29266319,hypertension,151,,,,,Clinical and experimental pharmacology & physiology
29266314,hypertension,38,,,,,Statistics in medicine
29266286,hypertension,142,,,,,Research in nursing & health
29266256,hypertension,120,,,,,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics
29266191,hypertension,109,,,,,American journal of physical anthropology
29265725,hypertension,92,,,,,"Journal of clinical hypertension (Greenwich, Conn.)"
29265674,hypertension,156,,,,,Journal of cellular and molecular medicine
29265506,hypertension,137,,,,,Journal of veterinary internal medicine
29265477,hypertension,136,,,,,Seminars in dialysis
29265117,hypertension,179,,,,,Revista de investigacion clinica; organo del Hospital de Enfermedades de la Nutricion
29265052,hypertension,169,,,,,"Saudi journal of kidney diseases and transplantation : an official publication of the Saudi Center for Organ Transplantation, Saudi Arabia"
29265049,hypertension,150,,,,,"Saudi journal of kidney diseases and transplantation : an official publication of the Saudi Center for Organ Transplantation, Saudi Arabia"
29265046,hypertension,115,,,,,"Saudi journal of kidney diseases and transplantation : an official publication of the Saudi Center for Organ Transplantation, Saudi Arabia"
29265031,hypertension,57,,,,,The Indian journal of medical research
29264954,hypertension,121,,,,,Pulmonary circulation
29264952,hypertension,133,,,,,"Hematology (Amsterdam, Netherlands)"
29264889,hypertension,91,,,,,Advances in clinical and experimental medicine : official organ Wroclaw Medical University
29264885,hypertension,147,,,,,Advances in clinical and experimental medicine : official organ Wroclaw Medical University
